"REF_DATE","GEO","DGUID","Field of study","Program type","Credential type","Institution type","Registration status","Status of student in Canada","Gender","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022/2023","George Brown College of Applied Arts and Technology, Ontario","","Culinary, entertainment, and personal services [12.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1613129754","156.67.1.1.1.1.2.2","387","","","","0"
"2022/2023","George Brown College of Applied Arts and Technology, Ontario","","Culinary, entertainment, and personal services [12.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1613129755","156.67.1.1.1.1.2.3","405","","","","0"
"2022/2023","George Brown College of Applied Arts and Technology, Ontario","","Culinary, entertainment, and personal services [12.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1613129756","156.67.1.1.1.1.2.4","12","","","","0"
"2022/2023","George Brown College of Applied Arts and Technology, Ontario","","Culinary, entertainment, and personal services [12.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1613129758","156.67.1.1.1.1.3.2","327","","","","0"
"2022/2023","George Brown College of Applied Arts and Technology, Ontario","","Culinary, entertainment, and personal services [12.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1613129759","156.67.1.1.1.1.3.3","369","","","","0"
"2022/2023","George Brown College of Applied Arts and Technology, Ontario","","Culinary, entertainment, and personal services [12.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Gender unknown","Number","223","units","0","v1613129760","156.67.1.1.1.1.3.4","3","","","","0"
"2022/2023","George Brown College of Applied Arts and Technology, Ontario","","Culinary, entertainment, and personal services [12.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Not reported, status of student in Canada","Woman","Number","223","units","0","v1613129763","156.67.1.1.1.1.4.3","3","","","","0"
"2022/2023","George Brown College of Applied Arts and Technology, Ontario","","Engineering/engineering-related technologies/technicians [15.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1613132238","156.131.1.1.1.1.2.2","1326","","","","0"
"2022/2023","George Brown College of Applied Arts and Technology, Ontario","","Engineering/engineering-related technologies/technicians [15.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1613132239","156.131.1.1.1.1.2.3","93","","","","0"
"2022/2023","George Brown College of Applied Arts and Technology, Ontario","","Engineering/engineering-related technologies/technicians [15.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1613132240","156.131.1.1.1.1.2.4","3","","","","0"
"2022/2023","George Brown College of Applied Arts and Technology, Ontario","","Engineering/engineering-related technologies/technicians [15.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Man","Number","223","units","0","v1613132242","156.131.1.1.1.1.3.2","525","","","","0"
"2022/2023","George Brown College of Applied Arts and Technology, Ontario","","Engineering/engineering-related technologies/technicians [15.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","International students","Woman","Number","223","units","0","v1613132243","156.131.1.1.1.1.3.3","69","","","","0"
"2022/2023","George Brown College of Applied Arts and Technology, Ontario","","Engineering/engineering-related technologies/technicians [15.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Not reported, status of student in Canada","Man","Number","223","units","0","v1613132246","156.131.1.1.1.1.4.2","3","","","","0"
"2022/2023","George Brown College of Applied Arts and Technology, Ontario","","Engineering/engineering-related technologies/technicians [15.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Not reported, status of student in Canada","Woman","Number","223","units","0","v1613132247","156.131.1.1.1.1.4.3","3","","","","0"
"2022/2023","George Brown College of Applied Arts and Technology, Ontario","","Indigenous and foreign languages, literatures, and linguistics [16.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1613135602","156.151.1.1.1.1.2.2","15","","","","0"
"2022/2023","George Brown College of Applied Arts and Technology, Ontario","","Indigenous and foreign languages, literatures, and linguistics [16.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1613135603","156.151.1.1.1.1.2.3","102","","","","0"
"2022/2023","George Brown College of Applied Arts and Technology, Ontario","","Indigenous and foreign languages, literatures, and linguistics [16.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1613135604","156.151.1.1.1.1.2.4","6","","","","0"
"2022/2023","George Brown College of Applied Arts and Technology, Ontario","","Family and consumer sciences/human sciences [19.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Man","Number","223","units","0","v1613137138","156.171.1.1.1.1.2.2","174","","","","0"
"2022/2023","George Brown College of Applied Arts and Technology, Ontario","","Family and consumer sciences/human sciences [19.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Woman","Number","223","units","0","v1613137139","156.171.1.1.1.1.2.3","945","","","","0"
"2022/2023","George Brown College of Applied Arts and Technology, Ontario","","Family and consumer sciences/human sciences [19.]","Total, program type","Total, credential type","Total, institution type" ,"Total, registration status","Canadian students","Gender unknown","Number","223","units","0","v1613137140","156.171.1.1.1.1.2.4","21","","","","0"
